karra	1	3209	Ilm	Necha marta ekanini bildiruvchi hisob soʻzi.
karta	1	550	Ilm	Yer yuzasining kichraytirilgan tasviri.
kashta	2	217	Kiyim	Mato ustiga ipda tikilgan naqsh.
kassa	2	208	Savdo	Pul qabul qilinadigan joy yoki qutisi.
katak	2	78	Uy-roʻzgʻor	Parranda saqlanadigan kichik qafas uycha.
kavak	3	52	Tabiat	Ichi oʻyilgan boʻsh joy, kovak.
kavush	3	19	Kiyim	Milliy charm oyoq kiyimi.
kechuv	3	32	Tabiat	Daryodan oʻtiladigan sayoz joy.
kelin	1	616	Oila	Yangi turmushga chiqqan juvon.
kengash	1	2269	Jamiyat	Maslahat uchun toʻplangan yigʻin.
kepak	3	21	Oshxona	Un elaganda qoladigan don poʻsti.
kesak	3	18	Tabiat	Qotgan loy boʻlagi.
kesim	2	147	Til	Gapning ish-harakatni bildiruvchi boʻlagi.
kesma	2	210	Ilm	Biror narsaning kesilgan boʻlagi yoki chizigʻi.
kigiz	2	118	Uy-roʻzgʻor	Jundan bosib tayyorlanadigan qalin toʻshama.
kimsa	3	50	Oila	Nomaʼlum bir odam, shaxs.
kimyo	1	3877	Ilm	Moddalar tarkibini oʻrganuvchi fan.
kirim	3	23	Savdo	Kelib tushgan pul yoki daromad.
kirpi	3	50	Hayvonot	Tanasi mayda ignali kichik sutemizuvchi.
kishan	3	41	Asbob	Oyoq-qoʻlga uriladigan temir bogʻich.
kitob	1	8505	Ilm	Varaqlari muqovalangan bosma asar.
kiyik	1	347	Hayvonot	Choʻl va togʻda yashovchi chopqir tuyoqli jonivor.
kiyim	1	1340	Kiyim	Tanani yopish uchun libos.
kofir	2	101	Din	Eʼtiqodni tan olmaydigan kimsa.
kohin	3	27	Tarix	Qadimgi ibodatxona xizmatchisi.
kokil	3	40	Jism	Peshonaga tushirib qoʻyilgan soch tutami.
kokos	1	392	Oshxona	Palma daraxtining qattiq poʻstli yirik mevasi.
konchi	2	105	Kasb-hunar	Yer ostidan maʼdan qazib oluvchi ishchi.
koriz	3	51	Tarix	Yer ostidan suv keltiruvchi qadimiy inshoot.
koshin	2	194	Qurilish	Naqshli sirlangan pardoz gʻishti.
kosib	3	33	Kasb-hunar	Oyoq kiyim tikuvchi hunarmand.
kotib	1	1317	Kasb-hunar	Yozuv-chizuv ishlarini yurituvchi xodim.
kovak	2	170	Tabiat	Daraxt yoki devordagi oʻyiq boʻshliq.
koʻchat	2	96	Tabiat	Oʻtqazish uchun tayyorlangan yosh nihol.
koʻkat	3	69	Oshxona	Ovqatga qoʻshiladigan yashil sabzavotlar.
koʻlam	3	27	Ilm	Ish yoki hodisaning qamrov darajasi.
koʻmak	2	244	Tuygʻu	Qiynalganga koʻrsatiladigan yordam.
koʻmik	3	35	Jism	Suyak ichidagi yumshoq toʻqima.
koʻmir	1	1869	Tabiat	Yer ostidan qazib olinadigan qora yoqilgʻi.
koʻngil	1	628	Tuygʻu	Insonning his-tuygʻular manbai, qalbi.
koʻpik	2	87	Tabiat	Suyuqlik yuzasidagi mayda pufakchalar uyumi.
koʻrik	2	112	Jamiyat	Holatni tekshirish uchun oʻtkaziladigan tadbir.
koʻrpa	3	69	Uy-roʻzgʻor	Paxta solingan yopingich.
koʻsak	2	103	Tabiat	Paxtaning ochilmagan mevasi.
koʻzgu	2	257	Uy-roʻzgʻor	Aks tasvir koʻrsatuvchi silliq yuza.
kuchuk	3	64	Hayvonot	Itning yosh bolasi.
kukun	2	274	Ilm	Mayda un holiga keltirilgan modda.
kulba	3	68	Qurilish	Kichik, kamtarona yashash joyi.
kulcha	3	37	Oshxona	Kichik yumaloq non.
kulgi	2	150	Tuygʻu	Xursandlikdan chiqadigan ovozli ifoda.
kuloh	3	20	Kiyim	Uchli qadimiy bosh kiyimi.
kulol	2	290	Kasb-hunar	Loydan idish yasovchi hunarmand.
kumush	1	9513	Tabiat	Oq tusli qimmatbaho maʼdan.
kunda	1	7468	Asbob	Goʻsht chopiladigan yoʻgʻon yogʻoch tagligi.
kungay	3	30	Tabiat	Quyosh tushadigan yon tomon.
kurak	2	83	Asbob	Yer qazish yoki qor tozalash uchun asbob.
kurash	1	5604	Oʻyin	Ikki polvon bellashadigan milliy sport turi.
kurka	2	125	Hayvonot	Yirik gavdali xonaki parranda.
kurra	3	15	Ilm	Shar shaklidagi jism, olam modeli.
kursi	1	930	Uy-roʻzgʻor	Bir kishilik suyanchiqli oʻtirgʻich.
kuyov	2	325	Oila	Qizning turmush oʻrtogʻi boʻluvchi yigit.
lagan	2	96	Uy-roʻzgʻor	Palov tortiladigan katta yassi idish.
lahja	2	83	Til	Muayyan hudud aholisining soʻzlashuv shevasi.
lahza	2	107	Vaqt	Koʻz ochib yumguncha oʻtadigan payt.
lampa	2	108	Uy-roʻzgʻor	Yorugʻlik beruvchi shisha qalpoqli chiroq.
langar	1	383	Asbob	Kemani joyida ushlab turuvchi ogʻir temir.
lapar	3	49	Sanʼat	Qizlar davrasida aytiladigan hazil qoʻshiq.
laqab	2	131	Til	Kishiga xislatiga qarab berilgan qoʻshimcha nom.
laqqa	3	58	Hayvonot	Moʻylovli yirik daryo baligʻi.
latcha	3	24	Hayvonot	Uzun tanali mayda yirtqich jonivor.
latta	3	66	Uy-roʻzgʻor	Eski mato parchasi.
lavash	3	49	Oshxona	Yupqa yoyib pishiriladigan non turi.
lavha	2	293	Sanʼat	Kichik tasvir yoki yozuvli taxtacha.
laxta	3	62	Jism	Quyulib qolgan qon boʻlagi.
lazgi	2	109	Sanʼat	Xorazmga xos oʻynoqi raqs va kuy.
lenta	1	814	Kiyim	Uzun ensiz bezak tasmasi.
libos	2	251	Kiyim	Ust-bosh, kiyiladigan narsa.
lider	2	145	Jamiyat	Guruhni boshqarib boruvchi yetakchi.
limon	1	502	Oshxona	Nordon sariq sitrus mevasi.
lison	3	54	Til	Nutq vositasi, soʻzlashuv qobiliyati.
lochin	2	287	Hayvonot	Ovda ishlatiladigan tez uchar yirtqich qush.
lugʻat	1	916	Til	Soʻzlar izohi jamlangan kitob.
madad	2	93	Tuygʻu	Qoʻllab-quvvatlovchi yordam kuchi.
madang	3	28	Qurilish	Eshikni ichdan bekituvchi yogʻoch tambasi.
magʻiz	3	58	Oshxona	Danak ichidagi yeyiladigan yumshoq qism.
mahal	1	365	Vaqt	Muayyan payt, vaqt boʻlagi.
mahsi	3	36	Kiyim	Yumshoq charmdan poshnasiz milliy oyoq kiyimi.
majoz	3	28	Til	Soʻzning koʻchma maʼnoda qoʻllanishi.
makon	1	463	Qurilish	Yashash yoki joylashish oʻrni.
malak	3	35	Din	Nurdan yaratilgan gunohsiz mavjudot.
malax	3	15	Hayvonot	Ekinlarni gala boʻlib qiruvchi hasharot.
malik	1	927	Tarix	Qadimgi hukmdorlarning unvoni.
manba	1	3084	Ilm	Maʼlumot yoki narsaning kelib chiqish oʻrni.
manti	3	43	Oshxona	Bugʻda pishiriladigan xamirli goʻshtli taom.
maqol	2	138	Til	Xalq donoligini ifodalovchi hikmatli gap.
maqom	1	1120	Sanʼat	Sharq mumtoz musiqasining yirik turkumi.
maral	3	47	Hayvonot	Shoxdor yirik yovvoyi jonivor.
marka	2	172	Savdo	Xat joʻnatishda yopishtiriladigan qogʻozcha.
marra	3	48	Oʻyin	Poygada yetib boriladigan soʻnggi chiziq.
marza	3	30	Tabiat	Ekin maydonlarini ajratuvchi koʻtarma tuproq.
masal	2	93	Sanʼat	Hayvonlar tilidan ibrat beruvchi sheʼriy hikoya.
matal	3	40	Til	Toʻliq boʻlmagan hikmatli ibora.
mavqe	2	103	Jamiyat	Jamiyatdagi tutgan oʻrin, obroʻ.
mavzu	1	1159	Ilm	Suhbat yoki asarning bosh masalasi.
mayak	3	69	Tabiat	Oldinga intilish uchun namuna belgisi.
mayib	3	37	Jism	Aʼzosi shikastlangan kishi.
mayiz	2	203	Oshxona	Quritilgan uzum donalari.
mayna	3	69	Hayvonot	Odam nutqiga taqlid qila oladigan qora qush.
mayoq	2	226	Tabiat	Kemalarga yoʻl koʻrsatuvchi yorugʻlik minorasi.
maysa	2	78	Tabiat	Endigina koʻkargan yosh oʻt.
mazax	3	44	Tuygʻu	Birovni kulgi qilib ustidan kulish.
mebel	1	658	Uy-roʻzgʻor	Xona jihozlarining umumiy nomi.
medal	1	4257	Jamiyat	Xizmat uchun beriladigan koʻkrak nishoni.
meros	1	10958	Oila	Ota-bobodan qolgan mulk yoki boylik.
metro	1	1587	Jamiyat	Yer ostidan qatnaydigan shahar poyezdi.
mezon	2	309	Ilm	Baholash uchun asos boʻladigan oʻlchov.
mijoz	1	466	Savdo	Xizmatdan doimiy foydalanuvchi xaridor.
milod	3	42	Vaqt	Yil hisobi boshlanadigan tarixiy nuqta.
minut	2	224	Vaqt	Oltmish soniyalik vaqt oʻlchovi.
mirob	3	35	Kasb-hunar	Suv taqsimotini boshqaruvchi kishi.
misol	1	3319	Ilm	Fikrni tushuntirish uchun keltirilgan namuna.
misra	2	185	Sanʼat	Sheʼrning bir qatori.
mizoj	3	15	Jism	Kishi tabiatining tugʻma xususiyati.
modda	1	2797	Ilm	Olamni tashkil etuvchi jismiy asos.
mogʻor	2	84	Tabiat	Nam joyda paydo boʻladigan poʻpanak.
molchi	3	20	Kasb-hunar	Qoramol boquvchi kishi.
motam	1	416	Tuygʻu	Marhum uchun tutiladigan qaygʻu.
motor	1	902	Asbob	Mashinani harakatga keltiruvchi qurilma.
moxov	3	73	Jism	Terini yemiruvchi ogʻir yuqumli kasallik.
moyak	2	120	Jism	Erkaklik urugʻ bezi.
moziy	3	16	Vaqt	Oʻtib ketgan zamon.
mozor	2	175	Din	Marhumlar dafn etilgan joy.
moʻyna	2	291	Kiyim	Hayvonning qimmatbaho yumshoq terisi.
muchal	3	34	Vaqt	Oʻn ikki yillik hayvon taqvimi.
mudir	2	165	Kasb-hunar	Boʻlim yoki muassasa boshligʻi.
mufti	3	46	Din	Diniy idoraning oliy mansabdori.
muguz	2	126	Jism	Hayvon boshidagi qattiq oʻsimta.
muhit	1	1474	Tabiat	Atrofni qamrab olgan sharoit.
mulla	1	1427	Din	Diniy ilm olgan kishi.
mullo	2	159	Din	Diniy savodli kishining eski atalishi.
murda	2	97	Jism	Jon uzilgan tana, jasad.
murid	2	103	Din	Pir qoʻl ostidagi shogird.
mushak	1	754	Jism	Tanani harakatlantiruvchi toʻqima.
mushuk	1	1136	Hayvonot	Sichqon ovlaydigan xonaki jonivor.
muzey	1	4142	Sanʼat	Qimmatli buyumlar saqlanib koʻrsatiladigan dargoh.
nafar	1	117719	Oila	Kishilarni sanashda ishlatiladigan birlik.
nafas	1	2917	Jism	Havoni olib chiqarish jarayoni.
nagʻma	3	31	Sanʼat	Yoqimli kuy ohangi.
najot	2	222	Tuygʻu	Xavfdan qutulish yoʻli.
namat	3	58	Uy-roʻzgʻor	Jundan bosilgan qalin toʻshama.
namoz	1	1282	Din	Kuniga besh mahal oʻqiladigan ibodat.
narsa	1	3707	Uy-roʻzgʻor	Har qanday jism yoki buyum.
nasab	2	80	Oila	Kishining ota tomondan kelib chiqishi.
nasos	1	361	Asbob	Suyuqlik yoki havoni tortib uzatuvchi qurilma.
naycha	2	176	Asbob	Ichi kovak ingichka trubka.
naychi	3	23	Sanʼat	Puflama cholgʻuda kuy ijro etuvchi sozanda.
nayza	1	506	Asbob	Uchi oʻtkir uzun sopli qadimiy qurol.
nazar	1	1924	Tuygʻu	Qarash, eʼtibor bilan boqish.
negiz	3	33	Ilm	Biror narsaning asosi, poydevori.
nifoq	3	26	Jamiyat	Ichdan buzuvchi ikkiyuzlamachilik, nizo.
nigoh	3	68	Tuygʻu	Koʻz qarashi.
nihol	2	109	Tabiat	Yangi ekilgan yosh daraxtcha.
nikoh	1	1868	Oila	Er-xotinlikni rasmiylashtiruvchi ahd.
nimcha	3	33	Kiyim	Yengsiz kalta ustki kiyim.
niqob	2	278	Kiyim	Yuzni yashirish uchun tutiladigan parda.
nishab	2	80	Tabiat	Pastga qiya joy.
nishon	1	483	Jamiyat	Moʻljal yoki xizmat belgisi.
niyat	1	430	Tuygʻu	Koʻngilda tugilgan maqsad.
nizom	1	539	Jamiyat	Faoliyatni belgilovchi qoidalar toʻplami.
nomus	2	98	Tuygʻu	Shaʼn, or va uyat tuygʻusi.
norin	1	518	Oshxona	Ingichka kesilgan xamir va goʻshtli milliy taom.
noshir	2	146	Kasb-hunar	Kitob chop etib tarqatuvchi shaxs.
notiq	2	215	Kasb-hunar	Soʻzga chechan, nutq soʻzlovchi kishi.
novda	2	168	Tabiat	Daraxtning yosh shoxchasi.
noxun	3	16	Sanʼat	Torli sozni chertadigan tirnoqcha.
nozir	3	37	Jamiyat	Nazorat qiluvchi mansabdor.
noʻxat	1	341	Oshxona	Dumaloq donli dukkakli ekin.
nufuz	3	20	Jamiyat	Taʼsir kuchi, obroʻ-eʼtibor.
nukta	3	24	Til	Nozik maʼnoli chuqur fikr.
nuqta	1	1363	Ilm	Eng kichik belgi, tinish belgisi.
nusxa	1	1039	Ilm	Asl narsadan koʻchirilgan ayni oʻxshashi.
obida	2	166	Tarix	Oʻtmishdan qolgan meʼmoriy yodgorlik.
obuna	2	269	Savdo	Nashrga oldindan haq toʻlab yozilish.
ochlik	1	459	Jism	Qorin toʻymaganlik holati.
oftob	3	70	Tabiat	Quyosh va uning taftli nuri.
ogʻriq	1	1476	Jism	Tandagi azob beruvchi noxush sezgi.
okean	1	1511	Tabiat	Qitʼalarni ajratib turuvchi ulkan suvlik.
olacha	3	19	Kiyim	Yoʻl-yoʻl toʻqilgan milliy mato.
olima	2	320	Ilm	Fan bilan shugʻullanuvchi ayol.
olmos	1	1066	Tabiat	Eng qattiq qimmatbaho tosh.
olmosh	3	43	Til	Ot oʻrnida qoʻllanadigan soʻz turkumi.
olqish	3	18	Tuygʻu	Maʼqullab bildirilgan maqtov sadosi.
oltin	1	18769	Tabiat	Sariq tusli qimmatbaho maʼdan.
ombor	2	260	Qurilish	Mahsulot saqlanadigan bino.
oqava	3	69	Tabiat	Ishlatilib oqiziladigan iflos suv.
oqqush	2	249	Hayvonot	Uzun boʻyinli oppoq suv qushi.
oqshom	2	209	Vaqt	Kun botgandan keyingi payt.
oqsil	1	1050	Ilm	Tirik organizm asosini tashkil etuvchi modda.
oshpaz	2	285	Kasb-hunar	Taom tayyorlovchi usta.
osmon	1	1690	Tabiat	Boshimiz uzra koʻk gumbaz.
otliq	1	1342	Jamiyat	Ot mingan kishi.
ovora	3	43	Tuygʻu	Behuda urinib sarson boʻlish.
ovoza	3	25	Til	El ichida tarqalgan gap-soʻz.
ovqat	1	1836	Oshxona	Yeb-ichiladigan taom.
oyina	3	23	Uy-roʻzgʻor	Aks koʻrsatuvchi shisha buyum.
oylik	1	2723	Savdo	Har oy toʻlanadigan ish haqi.
oziqa	3	43	Oshxona	Jonzotga quvvat beruvchi yegulik.
ozuqa	1	917	Oshxona	Hayvonlarga beriladigan yem-xashak.
oʻgʻlon	2	89	Oila	Navqiron yosh yigit.
oʻlcham	2	202	Ilm	Narsaning kattaligini bildiruvchi miqdor.
oʻlpon	2	251	Tarix	Qadimda yerdan olingan soliq turi.
oʻmrov	3	38	Jism	Yelka bilan koʻkrakni tutashtiruvchi suyak.
oʻqdon	3	17	Asbob	Oʻqlar solib qoʻyiladigan idish yoki qin.
oʻrama	3	72	Uy-roʻzgʻor	Aylantirib yigʻilgan narsa toʻplami.
oʻrdak	1	389	Hayvonot	Suvda suzuvchi yassi tumshuqli parranda.
oʻrmon	1	3187	Tabiat	Daraxtlar qalin oʻsgan katta maydon.
oʻrnak	2	225	Tuygʻu	Boshqalarga ibrat boʻladigan namuna.
oʻrtoq	2	138	Oila	Yaqin doʻst, hamroh.
oʻsmir	1	623	Oila	Bolalikdan yigitlikka oʻtish yoshidagi kishi.
oʻtloq	2	245	Tabiat	Mol boqiladigan koʻm-koʻk maydon.
oʻtmish	1	372	Vaqt	Oʻtib ketgan davr voqealari.
oʻtroq	1	497	Jamiyat	Bir joyda muqim yashovchi turmush tarzi.
oʻtxoʻr	2	113	Hayvonot	Faqat oʻsimlik bilan oziqlanuvchi jonivor.
oʻynash	1	2079	Oila	Nikohsiz yashirin munosabatdagi kimsa.
oʻzlik	3	55	Tuygʻu	Kishining oʻz mohiyatini anglashi.
paket	2	142	Uy-roʻzgʻor	Narsa solinadigan yengil xalta.
palak	3	42	Tabiat	Poliz ekinlarining yer boʻylab yoyilgan poyasi.
palla	3	21	Vaqt	Kun yoki ish jarayonining bir bosqichi.
palma	1	765	Tabiat	Issiq oʻlkalarda oʻsadigan baland tropik daraxt.
palos	3	53	Uy-roʻzgʻor	Patsiz toʻqilgan yerga yoziladigan gilamcha.
palov	2	262	Oshxona	Guruch va sabzidan damlanadigan milliy taom.
palto	2	124	Kiyim	Sovuqdan saqlaydigan uzun ustki kiyim.
panda	2	266	Hayvonot	Bambuk yeb yashovchi oq-qora ayiqsimon jonivor.
panja	2	83	Jism	Qoʻl-oyoqning barmoqlari bilan birga uchki qismi.
panoh	1	340	Tuygʻu	Xavfdan saqlaydigan himoya, boshpana.
parcha	1	343	Uy-roʻzgʻor	Butundan ajralgan boʻlak.
parda	1	894	Uy-roʻzgʻor	Deraza yoki sahnani toʻsuvchi mato.
parma	2	299	Asbob	Yogʻoch va metallni teshadigan aylanma asbob.
pashsha	2	203	Hayvonot	Ovqatga qoʻnadigan uchuvchi hasharot.
patir	3	30	Oshxona	Qatlamli qalin milliy non.
paxsa	2	188	Qurilish	Loydan urib koʻtariladigan devor.
paxta	1	3437	Tabiat	Oq tolali asosiy texnik ekin.
pechak	3	36	Tabiat	Chirmashib oʻsuvchi oʻsimlik.
peshin	2	116	Vaqt	Kun oʻrtasidagi payt va shu paytdagi ibodat.
peshob	3	37	Jism	Buyrak ajratadigan suyuqlik.
peshvo	3	27	Jamiyat	Oldinda boruvchi rahnamo, yoʻlboshchi.
pichan	2	182	Tabiat	Qishga gʻamlab quritilgan oʻt.
piching	3	17	Til	Kesatib aytilgan achchiq gap.
pichoq	1	637	Uy-roʻzgʻor	Dastali keskir tigʻ.
pilik	3	29	Uy-roʻzgʻor	Chiroqning yonib turadigan ip qismi.
pilla	2	251	Tabiat	Ipak qurti oʻragan gʻumbak uyasi.
pilta	3	50	Uy-roʻzgʻor	Eshilgan ip yoki paxta tolasi.
pista	2	253	Oshxona	Chaqib yeyiladigan mayda ochiq danak.
piyoz	1	1048	Oshxona	Achchiq taʼmli qatlamli sabzavot.
pochta	1	2798	Jamiyat	Xat va joʻnatmalarni yetkazuvchi xizmat.
podsho	1	622	Tarix	Mamlakatni yakka boshqargan hukmdor.
poliz	1	390	Tabiat	Qovun-tarvuz ekiladigan maydon.
popuk	3	28	Kiyim	Ip tolalaridan yasalgan osma bezakcha.
poxol	2	76	Tabiat	Don ajratilgandan qolgan quruq poya.
poyga	1	1154	Oʻyin	Tezlik boʻyicha oʻtkaziladigan musobaqa.
poyon	2	119	Vaqt	Nihoya, tugash nuqtasi.
poʻkak	3	38	Tabiat	Suvda choʻkmaydigan yengil daraxt poʻstlogʻi.
poʻlat	1	1667	Qurilish	Qattiq va pishiq temir qotishmasi.
pufak	2	121	Oʻyin	Havo bilan shishiriladigan yupqa qobiq.
putur	1	417	Tuygʻu	Butunlikka yetgan zarar, darz.
qabul	1	27274	Jamiyat	Kelganni yoki taklifni rozilik bilan olish.
qadah	3	65	Uy-roʻzgʻor	Ichimlik quyiladigan oyoqli idishcha.
qadam	1	1024	Jism	Yurishda bir oyoq tashlami.
qadoq	3	47	Savdo	Mahsulotning oʻralgan holati yoki eski ogʻirlik oʻlchovi.
qafas	3	74	Uy-roʻzgʻor	Qush yoki jonivor saqlanadigan panjarali qutisi.
qahva	1	800	Oshxona	Qovurilgan donidan damlanadigan achchiq qora ichimlik.
qalam	1	558	Ilm	Yozish uchun qoʻl quroli.
qalin	1	1804	Savdo	Kelin uchun beriladigan mol-mulk odati.
qamal	1	1871	Jamiyat	Shaharni oʻrab olib qurshovda ushlash.
qamar	3	61	Tabiat	Oyning kitobiy nomi.
qamchi	2	113	Asbob	Otni niqtash uchun tasmali qoʻl quroli.
qamish	1	490	Tabiat	Suv boʻyida oʻsadigan uzun poyali oʻsimlik.
qanot	1	2956	Hayvonot	Uchish uchun xizmat qiladigan aʼzo.
qaqir	3	16	Tabiat	Suvsiz taqir yer.
qargʻa	2	195	Hayvonot	Qora patli yirik shovqinchi qush.
qaror	1	9538	Jamiyat	Muhokamadan soʻng qabul qilingan xulosa.
qasam	2	185	Til	Ont ichib berilgan vaʼda.
qashqa	3	24	Hayvonot	Hayvon peshonasidagi oq belgi.
qasos	1	816	Tuygʻu	Yomonlikka javoban olinadigan oʻch.
qatiq	2	137	Oshxona	Sutni uyutib tayyorlanadigan nordon mahsulot.
qator	1	10808	Ilm	Bir chiziqqa tizilgan narsalar ketma-ketligi.
qavat	1	951	Qurilish	Binoning bir sathdagi darajasi.
qaychi	2	85	Asbob	Ikki tigʻli kesish quroli.
qaygʻu	2	248	Tuygʻu	Yurakni ezuvchi chuqur alam.
qayin	2	300	Tabiat	Oq poʻstloqli nozik daraxt.
qayiq	1	409	Asbob	Eshkak bilan yuriladigan kichik suv ulovi.
qayir	3	63	Tabiat	Daryo boʻyidagi unumdor pastqam yer.
qayla	3	52	Oshxona	Taomga qoʻshib beriladigan quyuq masalliq.
qayni	3	15	Oila	Turmush oʻrtoqning ukasi yoki akasi.
qibla	2	246	Din	Ibodatda yuz buriladigan tomon.
qilich	1	963	Asbob	Uzun tigʻli qadimiy jang quroli.
qimiz	3	49	Oshxona	Biya sutidan tayyorlanadigan achigan ichimlik.
qimor	2	321	Oʻyin	Pul tikib oʻynaladigan tavakkal oʻyini.
qipiq	3	24	Tabiat	Yogʻoch arralaganda toʻkiladigan mayda zarralar.
qirol	1	4454	Jamiyat	Gʻarb mamlakatlari hukmdori unvoni.
qiron	3	24	Tarix	Baxt yulduzlari tutashgan omadli davr.
qirov	3	15	Tabiat	Sovuqda yuzaga oʻtiradigan oq muz zarralari.
qirra	3	43	Ilm	Ikki yuza tutashgan oʻtkir chekka.
qissa	1	557	Sanʼat	Voqealar bayon qilinadigan oʻrta hajmli asar.
qiyiq	3	18	Kiyim	Belga bogʻlanadigan uchburchak mato.
qiyma	2	225	Oshxona	Maydalab toʻgʻralgan goʻsht.
qiyom	3	44	Oshxona	Shakar eritmasining quyuq holati.
qiyoq	3	53	Tabiat	Qirrali bargli oʻtkir oʻt oʻsimligi.
qiyos	2	82	Ilm	Ikki narsani solishtirib koʻrish.
qobiq	1	438	Tabiat	Narsaning ustki qattiq qatlami.
qobon	2	101	Hayvonot	Yovvoyi toʻngʻizning erkagi.
qochoq	2	83	Jamiyat	Taʼqibdan yashirinib yurgan kimsa.
qogʻoz	1	1767	Ilm	Yozuv uchun yupqa varaq material.
qoida	1	926	Ilm	Amal qilinishi lozim boʻlgan tartib.
qolip	2	136	Asbob	Bir xil shakl berish uchun andoza.
qomus	3	39	Ilm	Barcha sohani qamrovchi izohli toʻplam.
qonun	1	6432	Jamiyat	Davlat oʻrnatgan majburiy tartib hujjati.
qorin	1	1327	Jism	Tananing ichak-oshqozon joylashgan qismi.
qoshiq	2	246	Uy-roʻzgʻor	Suyuq taom ichishga moʻljallangan dastali buyum.
qotil	1	384	Jamiyat	Odam oʻldirgan jinoyatchi.
qovoq	1	406	Oshxona	Yirik dumaloq poliz mevasi.
qovun	2	306	Oshxona	Shirin sersuv sariq poliz ekini.
qovuq	2	130	Jism	Suyuqlik yigʻiladigan ichki pufak aʼzo.
qoziq	2	119	Asbob	Yerga qoqiladigan uchli yogʻoch.
qozon	1	1300	Uy-roʻzgʻor	Taom pishiriladigan chuqur metall idish.
qoʻbiz	3	42	Sanʼat	Kamon bilan chalinadigan qadimiy torli soz.
qoʻnim	2	144	Tuygʻu	Bir joyda muqim qolish holati.
qoʻnoq	3	21	Oila	Uyga tashrif buyurgan mehmon.
qoʻrchi	3	15	Tarix	Hukmdorning qurol-yarogʻ saqlovchisi.
qoʻriq	2	114	Tabiat	Haydalmagan boʻz yer.
qoʻshchi	3	44	Kasb-hunar	Yer haydovchi dehqon.
qoʻshin	1	2336	Jamiyat	Davlatning harbiy kuchlari.
qoʻshiq	1	8676	Sanʼat	Kuy bilan aytiladigan sheʼriy asar.
qoʻshni	1	3634	Oila	Yonma-yon yashovchi kishi.
qoʻtir	3	34	Jism	Terini qichitib toshiruvchi kasallik.
qoʻton	3	17	Hayvonot	Suv boʻyida yashovchi uzun oyoqli qush.
qoʻtos	3	27	Hayvonot	Baland togʻlarda boqiladigan sershoq yirik mol.
qoʻzoq	3	18	Tabiat	Dukkakli oʻsimlikning urugʻ xaltasi.
qubba	3	63	Qurilish	Bino ustidagi gumbaz shaklidagi qism.
quduq	1	411	Tabiat	Suv olish uchun qazilgan chuqur oʻra.
quloch	3	26	Jism	Ikki qoʻl yoyilgandagi masofa oʻlchovi.
qulon	3	43	Hayvonot	Dashtda yashovchi yovvoyi eshaksimon jonivor.
quloq	1	704	Jism	Eshitish aʼzosi.
qumri	3	48	Hayvonot	Kaptarsimon mayda xushovoz qush.
qurol	1	2019	Asbob	Jang yoki ish uchun moslama.
quroq	3	52	Kiyim	Mato parchalaridan ulab tikilgan buyum.
qurum	3	38	Uy-roʻzgʻor	Tutundan oʻtirgan qora parda.
qushchi	2	91	Kasb-hunar	Ovga parranda oʻrgatuvchi mutaxassis.
quvur	1	399	Qurilish	Suyuqlik oqiziladigan ichi boʻsh uzun buyum.
quyon	1	685	Hayvonot	Uzun quloqli qoʻrqoq kemiruvchi jonivor.
quyosh	1	5868	Tabiat	Yerga nur va issiqlik beruvchi yulduz.
quyun	3	16	Tabiat	Aylanib koʻtariluvchi kuchli shamol ustuni.
rabot	2	240	Tarix	Karvonlar tunaydigan qadimiy manzilgoh.
radio	1	3159	Asbob	Tovushni toʻlqin orqali uzatuvchi qurilma.
ramka	2	255	Uy-roʻzgʻor	Surat atrofiga solinadigan hoshiya.
randa	3	63	Asbob	Yogʻoch yuzasini silliqlovchi duradgor asbobi.
raqam	1	1411	Ilm	Sonni yozuvda ifodalovchi belgi.
raqib	1	1585	Oʻyin	Bellashuvda qarshi turuvchi tomon.
rasad	3	22	Ilm	Osmon jismlarini kuzatish ishi.
rasta	3	28	Savdo	Bozorning bir turdagi mollar qatori.
ravish	3	23	Til	Ish-harakat belgisini bildiruvchi soʻz turkumi.
ravoq	2	203	Qurilish	Egik gumbazsimon usti ochiq oʻtish joyi.
rejim	1	477	Jamiyat	Belgilangan qatʼiy tartib.
rioya	1	1578	Tuygʻu	Qoidaga amal qilish, hurmat saqlash.
rishta	2	79	Tuygʻu	Bogʻlab turuvchi mustahkam aloqa ipi.
rivoj	1	483	Jamiyat	Oʻsish, taraqqiy etish jarayoni.
robot	1	448	Asbob	Buyruqlarni oʻzi bajaruvchi avtomatik qurilma.
rohat	2	106	Tuygʻu	Tanaga va ruhga yoqadigan orom.
rohib	2	284	Din	Tarki dunyo qilgan ibodatchi.
roman	1	3904	Sanʼat	Katta hajmli nasriy badiiy asar.
rovoch	3	26	Oshxona	Nordon poyasi yeyiladigan bahorgi oʻsimlik.
roʻmol	2	276	Kiyim	Boshga oʻraladigan toʻrtburchak mato.
roʻvak	3	50	Tabiat	Supurgi boglanadigan dasht oʻsimligi.
roʻyan	3	16	Tabiat	Ildizidan qizil boʻyoq olinadigan oʻsimlik.
rubob	2	86	Sanʼat	Mezrob bilan chalinadigan torli milliy soz.
sabab	1	10214	Ilm	Hodisani keltirib chiqaruvchi omil.
sabil	3	46	Din	Yoʻlovchilar uchun qoldirilgan tekin suv yoki narsa.
saboq	1	610	Ilm	Oʻrganilgan dars, hayotiy xulosa.
